Store;Date;Weekly_Sales;Holiday_Flag;Temperature;Fuel_Price;CPI;Unemployment
1;2010-10-15;14594091.00;0;6718;272;2118137436;7838
1;2010-10-22;1345454.00;0;6986;2725;2118612937;7838
1;2010-10-29;138420922.00;0;6964;2716;2119088438;7838
1;2010-11-05;155165928.00;0;5874;2689;2119563939;7838
1;2010-11-12;149447949.00;0;5961;2728;212003944;7838
1;2010-11-19;148378418.00;0;5141;2771;2118896737;7838
1;2010-11-26;195562411.00;1;6452;2735;2117484333;7838
1;2010-12-03;154803378.00;0;4927;2708;211607193;7838
1;2010-12-10;168261426.00;0;4633;2843;2114659526;7838
1;2010-12-17;189103493.00;0;4984;2869;2114053124;7838
1;2010-12-24;23879502.00;0;5233;2886;2114051222;7838
1;2010-12-31;136732001.00;1;4843;2943;2114049321;7838
1;2011-01-07;144473228.00;0;4827;2976;2114047419;7742
1;2011-01-14;139101396.00;0;354;2983;2114574109;7742
1;2011-01-21;132740542.00;0;4404;3016;2118272343;7742
1;2011-01-28;131689931.00;0;4383;301;2121970577;7742
1;2011-02-04;160662958.00;0;4227;2989;2125668812;7742
1;2011-02-11;164961493.00;1;3639;3022;2129367046;7742
1;2011-02-18;168684278.00;0;5736;3045;2132478853;7742
1;2011-02-25;145680028.00;0;629;3065;213535609;7742
1;2011-03-04;163626341.00;0;5958;3288;2138233327;7742
1;2011-03-11;155319163.00;0;5356;3459;2141110564;7742
1;2011-03-18;157681806.00;0;6276;3488;2143627114;7742
1;2011-03-25;154110238.00;0;6997;3473;2145999389;7742
1;2011-04-01;149506475.00;0;5917;3524;2148371664;7682
1;2011-04-08;161425935.00;0;6784;3622;2150743939;7682
1;2011-04-15;1559889.00;0;7127;3743;2152918561;7682
1;2011-04-22;156481981.00;0;7299;3807;2154599053;7682
1;2011-04-29;145509069.00;0;7203;381;2156279544;7682
1;2011-05-06;162939128.00;0;6461;3906;2157960035;7682
1;2011-05-13;160477558.00;0;7564;3899;2159640526;7682
1;2011-05-20;142821827.00;0;6763;3907;2157339202;7682
1;2011-05-27;146604667.00;0;7772;3786;2155037878;7682
1;2011-06-03;163507841.00;0;83;3699;2152736553;7682
1;2011-06-10;158894832.00;0;8313;3648;2150435229;7682
1;2011-06-17;153211486.00;0;8641;3637;2149980596;7682
1;2011-06-24;143883015.00;0;8358;3594;2150910982;7682
1;2011-07-01;148853809.00;0;8555;3524;2151841368;7962
1;2011-07-08;153484964.00;0;8583;348;2152771754;7962
1;2011-07-15;145511997.00;0;8854;3575;2153611087;7962
1;2011-07-22;139692682.00;0;8577;3651;2154222784;7962
1;2011-07-29;135221979.00;0;8683;3682;2154834482;7962
1;2011-08-05;162438375.00;0;9165;3684;215544618;7962
1;2011-08-12;152514709.00;0;9076;3638;2156057878;7962
1;2011-08-19;153076143.00;0;8994;3554;2156693107;7962
1;2011-08-26;146469346.00;0;8796;3523;2157332258;7962
1;2011-09-02;155022922.00;0;8783;3533;2157971409;7962
1;2011-09-09;154047124.00;1;76;3546;215861056;7962
1;2011-09-16;151425978.00;0;7994;3526;2160410526;7962
1;2011-09-23;138002027.00;0;758;3467;2163758246;7962
1;2011-09-30;139456183.00;0;7969;3355;2167105965;7962
1;2011-10-07;163098995.00;0;6931;3285;2170453684;7866
1;2011-10-14;149352593.00;0;7174;3274;2173552733;7866
1;2011-10-21;150256278.00;0;6371;3353;2175159762;7866
1;2011-10-28;144524909.00;0;6657;3372;2176766791;7866
1;2011-11-04;169722958.00;0;5498;3332;217837382;7866
1;2011-11-11;159493889.00;0;5911;3297;2179980849;7866
1;2011-11-18;15394837.00;0;6225;3308;2182205088;7866
1;2011-11-25;203332066.00;1;6014;3236;2184676211;7866
1;2011-12-02;158408395.00;0;4891;3172;2187147333;7866
1;2011-12-09;179968238.00;0;4393;3158;2189618456;7866
1;2011-12-16;188117667.00;0;5163;3159;2191794533;7866
1;2011-12-23;227018899.00;0;4796;3112;2193577216;7866
1;2011-12-30;149746272.00;1;4455;3129;2195359898;7866
1;2012-01-06;155036992.00;0;4901;3157;2197142581;7348
1;2012-01-13;145960117.00;0;4853;3261;2198925263;7348
1;2012-01-20;139439384.00;0;5411;3268;2199856893;7348
1;2012-01-27;131932559.00;0;5426;329;2200788523;7348
1;2012-02-03;163633965.00;0;5655;336;2201720153;7348
1;2012-02-10;180247743.00;1;4802;3409;2202651783;7348
1;2012-02-17;1819870.00;0;4532;351;2204257586;7348
1;2012-02-24;153938783.00;0;5725;3555;220636902;7348
1;2012-03-02;168842076.00;0;6096;363;2208480454;7348
1;2012-03-09;167543116.00;0;5876;3669;2210591887;7348
1;2012-03-16;167747278.00;0;6474;3734;2212118132;7348
1;2012-03-23;151106807.00;0;6593;3787;2212864126;7348
1;2012-03-30;164960463.00;0;6761;3845;2213610119;7348
1;2012-04-06;189967688.00;0;7043;3891;2214356112;7143
1;2012-04-13;16210317.00;0;6907;3891;2215102105;7143
1;2012-04-20;152157787.00;0;6676;3877;2215640737;7143
1;2012-04-27;146892837.00;0;6723;3814;2216179368;7143
1;2012-05-04;168451999.00;0;7555;3749;2216718;7143
1;2012-05-11;161109605.00;0;7377;3688;2217256632;7143
1;2012-05-18;159590187.00;0;7033;363;221742674;7143
1;2012-05-25;155544455.00;0;7722;3561;221744944;7143
1;2012-06-01;162447758.00;0;7795;3501;2217472139;7143
1;2012-06-08;169723096.00;0;783;3452;2217494839;7143
1;2012-06-15;1630607.00;0;7935;3393;2217626421;7143
1;2012-06-22;152784581.00;0;7839;3346;2218030211;7143
1;2012-06-29;154042149.00;0;8488;3286;2218434;7143
1;2012-07-06;176985416.00;0;8157;3227;2218837789;6908
1;2012-07-13;152701404.00;0;7712;3256;2219241579;6908
1;2012-07-20;149795476.00;0;8042;3311;2219327267;6908
1;2012-07-27;143912371.00;0;8266;3407;2219412954;6908
1;2012-08-03;163113579.00;0;8611;3417;2219498642;6908
1;2012-08-10;159240997.00;0;8505;3494;2219584329;6908
1;2012-08-17;159786805.00;0;8485;3571;2220384109;6908
1;2012-08-24;149412238.00;0;7766;362;2221719457;6908
1;2012-08-31;15820834.00;0;8049;3638;2223054805;6908
1;2012-09-07;166176733.00;1;8396;373;2224390153;6908
1;2012-09-14;151742887.00;0;7497;3717;2225820193;6908
1;2012-09-21;150612606.00;0;6987;3721;2227818386;6908
1;2012-09-28;143705926.00;0;7608;3666;2229816579;6908
1;2012-10-05;167078597.00;0;6855;3617;2231814772;6573
1;2012-10-12;157307281.00;0;6299;3601;2233812965;6573
1;2012-10-19;150806877.00;0;6797;3594;2234257233;6573
1;2012-10-26;149365974.00;0;6916;3506;2234442513;6573
2;2010-02-05;213698946.00;0;4019;2572;2107526053;8324
2;2010-02-12;21378095.00;1;3849;2548;2108979935;8324
2;2010-02-19;212445154.00;0;3969;2514;2109451605;8324
2;2010-02-26;186509727.00;0;461;2561;2109759573;8324
2;2010-03-05;199101313.00;0;4717;2625;2110067542;8324
2;2010-03-12;199048378.00;0;5756;2667;211037551;8324
2;2010-03-19;194607088.00;0;5452;272;2108733316;8324
2;2010-03-26;175019781.00;0;5126;2732;2106766095;8324
2;2010-04-02;206618772.00;0;6327;2719;2104798874;82
2;2010-04-09;195468921.00;0;6541;277;2102831653;82
2;2010-04-16;187495794.00;0;6807;2808;2101495463;82
2;2010-04-23;182199093.00;0;6511;2795;2101000648;82
2;2010-04-30;180245029.00;0;6698;278;2100505833;82
2;2010-05-07;204258171.00;0;7128;2835;2100011018;82
2;2010-05-14;188075236.00;0;7331;2854;2099984585;82
2;2010-05-21;18969371.00;0;7483;2826;2102768443;82
2;2010-05-28;195711389.00;0;8113;2759;2105552301;82
2;2010-06-04;210253993.00;0;8181;2705;210833616;82
2;2010-06-11;202553876.00;0;834;2668;2111120018;82
2;2010-06-18;200163696.00;0;8581;2637;2111096543;82
2;2010-06-25;193992709.00;0;8626;2653;2109950134;82
2;2010-07-02;200394064.00;0;8274;2669;2108803726;8099
2;2010-07-09;188090262.00;0;8259;2642;2107657317;8099
2;2010-07-16;184587979.00;0;8532;2623;2107577954;8099
2;2010-07-23;178171771.00;0;8766;2608;2108921319;8099
2;2010-07-30;180424616.00;0;8349;264;2110264684;8099
2;2010-08-06;199190998.00;0;8953;2627;2111608049;8099
2;2010-08-13;189560105.00;0;8905;2692;2112951413;8099
2;2010-08-20;196433523.00;0;887;2664;2112596586;8099
2;2010-08-27;186384049.00;0;8712;2619;2112241759;8099
2;2010-09-03;190460809.00;0;8183;2577;2111886931;8099
2;2010-09-10;183912883.00;1;7909;2565;2111532104;8099
2;2010-09-17;17939036.00;0;8205;2582;2111806415;8099
2;2010-09-24;172455722.00;0;8179;2624;2112552578;8099
2;2010-10-01;182744043.00;0;6924;2603;2113298742;8163
2;2010-10-08;184992144.00;0;6319;2633;2114044906;8163
2;2010-10-15;179435549.00;0;658;272;2114713286;8163
2;2010-10-22;173794764.00;0;685;2725;2115187208;8163
2;2010-10-29;180275511.00;0;6624;2716;2115661131;8163
2;2010-11-05;193906141.00;0;5785;2689;2116135053;8163
2;2010-11-12;191681274.00;0;5969;2728;2116608975;8163
2;2010-11-19;195673917.00;0;5081;2771;2115470304;8163
2;2010-11-26;265872529.00;1;6298;2735;2114062867;8163
2;2010-12-03;201578127.00;0;4933;2708;211265543;8163
2;2010-12-10;237872655.00;0;455;2843;2111247993;8163
2;2010-12-17;260916675.00;0;4755;2869;2110645458;8163
2;2010-12-24;343600768.00;0;4997;2886;2110646599;8163
2;2010-12-31;175043455.00;1;473;2943;211064774;8163
2;2011-01-07;175805079.00;0;4469;2976;2110648881;8028
2;2011-01-14;174419358.00;0;3302;2983;2111176713;8028
2;2011-01-21;17513849.00;0;414;3016;2114864691;8028
2;2011-01-28;169537168.00;0;4283;301;2118552668;8028
2;2011-02-04;192934623.00;0;3825;2989;2122240646;8028
2;2011-02-11;216804161.00;1;3319;3022;2125928624;8028
2;2011-02-18;208088482.00;0;5783;3045;2129033115;8028
2;2011-02-25;183351108.00;0;608;3065;213190421;8028
2;2011-03-04;198160778.00;0;5777;3288;2134775305;8028
2;2011-03-11;187910731.00;0;527;3459;2137646401;8028
2;2011-03-18;190255766.00;0;6232;3488;2140156238;8028
2;2011-03-25;176616205.00;0;6942;3473;2142521573;8028
2;2011-04-01;180017136.00;0;5543;3524;2144886908;7931
2;2011-04-08;184755261.00;0;67;3622;2147252242;7931
2;2011-04-15;185646784.00;0;6948;3743;2149420631;7931
2;2011-04-22;18863396.00;0;6939;3807;2151096657;7931
2;2011-04-29;174554528.00;0;6921;381;2152772683;7931
2;2011-05-06;18377436.00;0;6148;3906;2154448709;7931
2;2011-05-13;183851307.00;0;7461;3899;2156124735;7931
2;2011-05-20;168828186.00;0;6714;3907;2153834778;7931
2;2011-05-27;179773256.00;0;7642;3786;2151544822;7931
2;2011-06-03;193375621.00;0;8307;3699;2149254865;7931
2;2011-06-10;192915316.00;0;834;3648;2146964908;7931
2;2011-06-17;195377199.00;0;8653;3637;2146513538;7931
2;2011-06-24;17909258.00;0;8517;3594;2147441108;7931
2;2011-07-01;1866243.00;0;8569;3524;2148368678;7852
2;2011-07-08;185316199.00;0;877;348;2149296249;7852
2;2011-07-15;178518729.00;0;8983;3575;2150134426;7852
2;2011-07-22;174381641.00;0;8934;3651;2150749122;7852
2;2011-07-29;168069306.00;0;9007;3682;2151363819;7852
2;2011-08-05;187670426.00;0;9334;3684;2151978515;7852
2;2011-08-12;181276826.00;0;9158;3638;2152593211;7852
2;2011-08-19;184409459.00;0;8986;3554;2153229307;7852
2;2011-08-26;182113991.00;0;9045;3523;215386897;7852
2;2011-09-02;18091197.00;0;8964;3533;2154508632;7852
2;2011-09-09;174800065.00;1;7797;3546;2155148295;7852
2;2011-09-16;169143952.00;0;7885;3526;2156944378;7852
2;2011-09-23;166929978.00;0;7558;3467;2160282356;7852
2;2011-09-30;165039444.00;0;7814;3355;2163620333;7852
2;2011-10-07;183755343.00;0;6992;3285;2166958311;7441
2;2011-10-14;174388219.00;0;7167;3274;2170048261;7441
2;2011-10-21;183468025.00;0;6453;3353;2171650042;7441
2;2011-10-28;176929625.00;0;6587;3372;2173251824;7441
2;2011-11-04;19597079.00;0;5553;3332;2174853605;7441
2;2011-11-11;192072515.00;0;5933;3297;2176455387;7441
2;2011-11-18;19027625.00;0;6201;3308;2178670218;7441
2;2011-11-25;26142023.00;1;5636;3236;2181130269;7441
2;2011-12-02;1954952.00;0;4874;3172;2183590319;7441
2;2011-12-09;229054932.00;0;4176;3158;218605037;7441
2;2011-12-16;243273652.00;0;5013;3159;2188217928;7441
2;2011-12-23;32243698.00;0;4666;3112;2189995495;7441
2;2011-12-30;187422652.00;1;4457;3129;2191773063;7441
2;2012-01-06;179952014.00;0;4675;3157;219355063;7057
2;2012-01-13;174472548.00;0;4599;3261;2195328198;7057
2;2012-01-20;171176911.00;0;517;3268;2196258417;7057
2;2012-01-27;166090614.00;0;505;329;2197188636;7057
2;2012-02-03;193529994.00;0;5521;336;2198118854;7057
2;2012-02-10;210332268.00;1;4698;3409;2199049073;7057
2;2012-02-17;219668846.00;0;4382;351;2200651993;7057
2;2012-02-24;18618027.00;0;5463;3555;220275944;7057
2;2012-03-02;195255566.00;0;5879;363;2204866886;7057
2;2012-03-09;193762826.00;0;5711;3669;2206974332;7057
2;2012-03-16;197608213.00;0;6368;3734;2208498468;7057
2;2012-03-23;179043916.00;0;6401;3787;2209244858;7057
2;2012-03-30;185748084.00;0;6683;3845;2209991248;7057
2;2012-04-06;212903591.00;0;6843;3891;2210737638;6891
2;2012-04-13;19358691.00;0;6808;3891;2211484028;6891
2;2012-04-20;184734445.00;0;6569;3877;2212021074;6891
2;2012-04-27;176413309.00;0;672;3814;221255812;6891
2;2012-05-04;192395709.00;0;7673;3749;2213095166;6891
2;2012-05-11;191752099.00;0;7387;3688;2213632212;6891
2;2012-05-18;200094067.00;0;7127;363;221380331;6891
2;2012-05-25;191279109.00;0;7819;3561;2213828029;6891
2;2012-06-01;191009237.00;0;7838;3501;2213852748;6891
2;2012-06-08;201021649.00;0;7869;3452;2213877467;6891
2;2012-06-15;19629243.00;0;8056;3393;2214009901;6891
2;2012-06-22;188773321.00;0;8104;3346;2214411622;6891
2;2012-06-29;188104612.00;0;8632;3286;2214813343;6891
2;2012-07-06;20415074.00;0;842;3227;2215215064;6565
2;2012-07-13;183007513.00;0;8017;3256;2215616784;6565
2;2012-07-20;181966646.00;0;8323;3311;2215701123;6565
2;2012-07-27;175792388.00;0;8637;3407;2215785461;6565
2;2012-08-03;194610464.00;0;9022;3417;2215869799;6565
2;2012-08-10;186671996.00;0;8855;3494;2215954138;6565
2;2012-08-17;192801601.00;0;8479;3571;2216751459;6565
2;2012-08-24;187678815.00;0;7691;362;2218083518;6565
2;2012-08-31;19470833.00;0;8264;3638;2219415576;6565
2;2012-09-07;189877707.00;1;8765;373;2220747635;6565
2;2012-09-14;181480663.00;0;7588;3717;2222174395;6565
2;2012-09-21;182941567.00;0;7109;3721;2224169362;6565
2;2012-09-28;174647056.00;0;7945;3666;2226164329;6565
2;2012-10-05;199832104.00;0;7027;3617;2228159296;617
2;2012-10-12;190074513.00;0;6097;3601;2230154263;617
2;2012-10-19;184799041.00;0;6808;3594;2230598077;617
2;2012-10-26;183445835.00;0;6979;3506;2230783366;617
3;2010-02-05;46162222.00;0;4571;2572;2144248812;7368
3;2010-02-12;42072896.00;1;4793;2548;2145747916;7368
3;2010-02-19;42164219.00;0;4707;2514;2146198868;7368
3;2010-02-26;40720486.00;0;5205;2561;2146475127;7368
3;2010-03-05;41520204.00;0;5304;2625;2146751386;7368
3;2010-03-12;38420069.00;0;6308;2667;2147027646;7368
3;2010-03-19;37532859.00;0;6042;272;2145301219;7368
3;2010-03-26;35994927.00;0;5706;2732;2143241011;7368
3;2010-04-02;4232944.00;0;6556;2719;2141180803;7343
3;2010-04-09;41587028.00;0;68;277;2139120595;7343
3;2010-04-16;35499326.00;0;6698;2808;2137726889;7343
3;2010-04-23;33997665.00;0;6787;2795;2137221852;7343
3;2010-04-30;36124839.00;0;7024;278;2136716815;7343
3;2010-05-07;39932386.00;0;7347;2835;2136211778;7343
3;2010-05-14;38435794.00;0;7718;2854;2136196139;7343
3;2010-05-21;34376317.00;0;7581;2826;2139116886;7343
3;2010-05-28;35008923.00;0;786;2759;2142037634;7343
3;2010-06-04;3969688.00;0;7853;2705;2144958382;7343
3;2010-06-11;35501709.00;0;821;2668;214787913;7343
3;2010-06-18;36407685.00;0;8352;2637;2147858259;7343
3;2010-06-25;35734648.00;0;8379;2653;2146660741;7343
3;2010-07-02;38115172.00;0;822;2669;2145463222;7346
3;2010-07-09;34921418.00;0;8175;2642;2144265704;7346
3;2010-07-16;35272878.00;0;8432;2623;2144176476;7346
3;2010-07-23;35286449.00;0;8332;2608;2145564968;7346
3;2010-07-30;34795505.00;0;8204;264;214695346;7346
3;2010-08-06;40263576.00;0;8513;2627;2148341952;7346
3;2010-08-13;33959738.00;0;8674;2692;2149730444;7346
3;2010-08-20;35172821.00;0;8802;2664;2149314191;7346
3;2010-08-27;36213409.00;0;8615;2619;2148897938;7346
3;2010-09-03;36647397.00;0;8416;2577;2148481685;7346
3;2010-09-10;35226097.00;1;8084;2565;2148065431;7346
3;2010-09-17;36306464.00;0;8236;2582;2148322484;7346
3;2010-09-24;35562687.00;0;769;2624;2149084516;7346
3;2010-10-01;3587841.00;0;736;2603;2149846548;7564
3;2010-10-08;39510735.00;0;6699;2633;215060858;7564
3;2010-10-15;34558439.00;0;6971;272;2151293114;7564
3;2010-10-22;34889598.00;0;7164;2725;21517839;7564
3;2010-10-29;34859174.00;0;7204;2716;2152274686;7564
3;2010-11-05;42317556.00;0;6294;2689;2152765472;7564
3;2010-11-12;38663503.00;0;6279;2728;2153256258;7564
3;2010-11-19;37254532.00;0;5772;2771;2152074519;7564
3;2010-11-26;56556784.00;1;6871;2735;2150614025;7564
3;2010-12-03;47642077.00;0;5376;2708;2149153531;7564
3;2010-12-10;46764203.00;0;5113;2843;2147693037;7564
3;2010-12-17;49815939.00;0;522;2869;214704919;7564
3;2010-12-24;60599041.00;0;5716;2886;2147017828;7564
3;2010-12-31;38267776.00;1;532;2943;2146986466;7564
3;2011-01-07;37824134.00;0;5335;2976;2146955104;7551
3;2011-01-14;3810611.00;0;4476;2983;2147470729;7551
3;2011-01-21;3508767.00;0;5074;3016;2151268275;7551
3;2011-01-28;36486624.00;0;4871;301;2155065821;7551
3;2011-02-04;43851653.00;0;4595;2989;2158863367;7551
3;2011-02-11;43052621.00;1;4357;3022;2162660913;7551
3;2011-02-18;4327821.00;0;6158;3045;2165843571;7551
3;2011-02-25;39721119.00;0;674;3065;2168780275;7551
3;2011-03-04;43708451.00;0;6511;3288;2171716979;7551
3;2011-03-11;4047533.00;0;6129;3459;2174653683;7551
3;2011-03-18;39210951.00;0;6947;3488;2177235226;7551
3;2011-03-25;38068367.00;0;7294;3473;2179674705;7551
3;2011-04-01;37455608.00;0;6876;3524;2182114184;7574
3;2011-04-08;38407531.00;0;7255;3622;2184553663;7574
3;2011-04-15;36625069.00;0;7588;3743;2186788642;7574
3;2011-04-22;39186004.00;0;7691;3807;218851237;7574
3;2011-04-29;3674054.00;0;7869;381;2190236099;7574
3;2011-05-06;41304212.00;0;6945;3906;2191959827;7574
3;2011-05-13;38631268.00;0;7987;3899;2193683556;7574
3;2011-05-20;36460313.00;0;7579;3907;219127216;7574
3;2011-05-27;3693506.00;0;8441;3786;2188860765;7574
3;2011-06-03;39450784.00;0;8429;3699;2186449369;7574
3;2011-06-10;39163875.00;0;8484;3648;2184037974;7574
3;2011-06-17;40342334.00;0;8696;3637;2183551748;7574
3;2011-06-24;38552071.00;0;8494;3594;21845094;7574
3;2011-07-01;36896272.00;0;851;3524;2185467052;7567
3;2011-07-08;39514624.00;0;8538;348;2186424704;7567
3;2011-07-15;37345433.00;0;8714;3575;2187275216;7567
3;2011-07-22;36061737.00;0;8619;3651;2187857881;7567
3;2011-07-29;34538129.00;0;8807;3682;2188440545;7567
3;2011-08-05;40998125.00;0;8845;3684;2189023209;7567
3;2011-08-12;38037685.00;0;8888;3638;2189605873;7567
3;2011-08-19;37971691.00;0;8844;3554;219023271;7567
3;2011-08-26;36636755.00;0;8767;3523;2190866908;7567
3;2011-09-02;37598869.00;0;8912;3533;2191501106;7567
3;2011-09-09;37734749.00;1;8172;3546;2192135305;7567
3;2011-09-16;37562951.00;0;8363;3526;2193972867;7567
3;2011-09-23;36524894.00;0;8019;3467;2197414914;7567
3;2011-09-30;36847793.00;0;8258;3355;220085696;7567
3;2011-10-07;4033424.00;0;7554;3285;2204299007;7197
3;2011-10-14;36828257.00;0;7375;3274;2207486167;7197
3;2011-10-21;39497636.00;0;6903;3353;2209144005;7197
3;2011-10-28;38954062.00;0;7104;3372;2210801842;7197
3;2011-11-04;45944322.00;0;5931;3332;221245968;7197
3;2011-11-11;40776425.00;0;617;3297;2214117517;7197
3;2011-11-18;39883897.00;0;6391;3308;2216432852;7197
3;2011-11-25;55692519.00;1;68;3236;2219011185;7197
3;2011-12-02;47251132.00;0;5497;3172;2221589519;7197
3;2011-12-09;4687728.00;0;4926;3158;2224167852;7197
3;2011-12-16;51074762.00;0;5795;3159;2226426418;7197
3;2011-12-23;55122121.00;0;5341;3112;2228258628;7197
3;2011-12-30;41055388.00;1;4829;3129;2230090839;7197
3;2012-01-06;39817821.00;0;5242;3157;2231923049;6833
3;2012-01-13;36743862.00;0;5186;3261;2233755259;6833
3;2012-01-20;36581861.00;0;562;3268;2234700552;6833
3;2012-01-27;3495181.00;0;5806;329;2235645845;6833
3;2012-02-03;42496066.00;0;5933;336;2236591137;6833
3;2012-02-10;47329247.00;1;5165;3409;223753643;6833
3;2012-02-17;47559108.00;0;5239;351;2239170153;6833
3;2012-02-24;41892547.00;0;6012;3555;2241320199;6833
3;2012-03-02;46975256.00;0;6165;363;2243470245;6833
3;2012-03-09;44516205.00;0;6071;3669;2245620291;6833
3;2012-03-16;4117758.00;0;64;3734;2247166953;6833
3;2012-03-23;41390725.00;0;6653;3787;2247909104;6833
3;2012-03-30;40748884.00;0;6936;3845;2248651254;6833
3;2012-04-06;50323213.00;0;7301;3891;2249393405;6664
3;2012-04-13;42078974.00;0;7283;3891;2250135556;6664
3;2012-04-20;43482213.00;0;7205;3877;2250689541;6664
3;2012-04-27;39461611.00;0;7339;3814;2251243526;6664
3;2012-05-04;43991357.00;0;7951;3749;2251797511;6664
3;2012-05-11;43198536.00;0;7519;3688;2252351496;6664
3;2012-05-18;41811276.00;0;7238;363;2252512024;6664
3;2012-05-25;41370129.00;0;7858;3561;2252515168;6664
3;2012-06-01;43226853.00;0;8155;3501;2252518313;6664
3;2012-06-08;4463368.00;0;8165;3452;2252521458;6664
3;2012-06-15;44207479.00;0;8466;3393;2252644795;6664
3;2012-06-22;41949795.00;0;827;3346;2253068615;6664
3;2012-06-29;42296533.00;0;8642;3286;2253492435;6664
3;2012-07-06;4112065.00;0;8314;3227;2253916254;6334
3;2012-07-13;4169131.00;0;8228;3256;2254340074;6334
3;2012-07-20;43242485.00;0;8138;3311;2254438827;6334
3;2012-07-27;3894279.00;0;8494;3407;2254537579;6334
3;2012-08-03;41999029.00;0;8655;3417;2254636332;6334
3;2012-08-10;3918116.00;0;8585;3494;2254735085;6334
3;2012-08-17;39491883.00;0;8736;3571;2255558664;6334
3;2012-08-24;41244967.00;0;8301;362;2256925864;6334
3;2012-08-31;40883873.00;0;8518;3638;2258293063;6334
3;2012-09-07;40822973.00;1;8499;373;2259660263;6334
3;2012-09-14;40758916.00;0;7836;3717;2261122067;6334
3;2012-09-21;41439209.00;0;7278;3721;2263151496;6334
3;2012-09-28;38981302.00;0;7746;3666;2265180926;6334
3;2012-10-05;44355765.00;0;7274;3617;2267210356;6034
3;2012-10-12;41080439.00;0;7031;3601;2269239785;6034
3;2012-10-19;42451308.00;0;7344;3594;2269688442;6034
3;2012-10-26;4054327.00;0;7466;3506;2269873637;6034
4;2010-02-05;213514387.00;0;4376;2598;1264420645;8623
4;2010-02-12;218830739.00;1;2884;2573;1264962581;8623
4;2010-02-19;204986026.00;0;3645;254;1265262857;8623
4;2010-02-26;192572884.00;0;4136;259;1265522857;8623
4;2010-03-05;197105744.00;0;4349;2654;1265782857;8623
4;2010-03-12;189432409.00;0;4963;2704;1266042857;8623
4;2010-03-19;189742936.00;0;5519;2743;1266066452;8623
4;2010-03-26;17625393.00;0;3991;2752;1266050645;8623
4;2010-04-02;197924712.00;0;4877;274;1266034839;7896
4;2010-04-09;181845272.00;0;5416;2773;1266019032;7896
4;2010-04-16;185151969.00;0;5623;281;1265621;7896
4;2010-04-23;18026779.00;0;5687;2805;1264713333;7896
4;2010-04-30;181727328.00;0;5304;2787;1263805667;7896
4;2010-05-07;200062614.00;0;5677;2836;1262898;7896
4;2010-05-14;187559728.00;0;6235;2845;1262085484;7896
4;2010-05-21;19037526.00;0;674;282;1261843871;7896
4;2010-05-28;18575337.00;0;6773;2756;1261602258;7896
4;2010-06-04;190329058.00;0;7083;2701;1261360645;7896
4;2010-06-11;187061923.00;0;7845;2668;1261119032;7896
4;2010-06-18;192973635.00;0;8153;2635;126114;7896
4;2010-06-25;184665195.00;0;811;2654;1261266;7896
4;2010-07-02;188133721.00;0;7366;2668;1261392;7372
4;2010-07-09;181220822.00;0;8035;2637;1261518;7372
4;2010-07-16;189842766.00;0;7853;2621;1261498065;7372
